rp_entity_id,category,relevance,ess,rpna_date_utc
00326D,conference-call,100,50,1/2/2018
9397,earnings,100,50,1/2/2018
02FC1A,conference-participant,100,50,1/2/2018
04CCCD,dividend,100,50,1/2/2018
51332,executive-appointment,100,54,1/2/2018
078D52,dividend,100,50,1/2/2018
081AB9,conference-call,100,50,1/2/2018
0A9D0A,conference-participant,100,50,1/2/2018
0C136E,acquisition-completed-acquiree,100,76,1/2/2018
0E439E,earnings,100,50,1/2/2018
105D00,acquisition-completed-acquirer,100,49,1/2/2018
1096C6,acquisition-completed-acquirer,100,49,1/2/2018
10C19B,dividend-up,100,81,1/2/2018
1201B5,conference-participant,100,50,1/2/2018
12E454,earnings,100,50,1/2/2018
157D9F,acquisition-completed-acquiree,100,76,1/2/2018
157D9F,asset-sale,100,62,1/2/2018
1A2D9F,earnings,100,50,1/2/2018
1E1125,legal-issues-defendant,100,22,1/2/2018
1F716B,conference-participant,100,50,1/2/2018
1F9D90,conference-participant,100,50,1/2/2018
1F9D90,earnings,100,50,1/2/2018
2082EA,executive-appointment,100,54,1/2/2018
21022F,conference-participant,100,50,1/2/2018
221AD7,earnings,100,50,1/2/2018
221AD7,earnings,100,50,1/2/2018
22C58E,earnings,100,50,1/2/2018
24C48B,acquisition-completed-acquirer,100,49,1/2/2018
250BEE,conference-call,100,50,1/2/2018
2571FA,acquisition-completed-acquirer,100,49,1/2/2018
27A791,conference-participant,100,50,1/2/2018
2920D5,conference-participant,100,50,1/2/2018
2C19A4,dividend,100,50,1/2/2018
2E2E6E,acquisition-completed-acquirer,100,49,1/2/2018
31803E,conference-participant,100,50,1/2/2018
31F25C,conference-call,100,50,1/2/2018
32F943,conference-participant,100,50,1/2/2018
34B411,earnings,100,50,1/2/2018
367E1C,conference-participant,100,50,1/2/2018
37020C,dividend,100,50,1/2/2018
3AF7FD,conference-call,100,50,1/2/2018
3C11C4,acquisition-completed-acquirer,100,49,1/2/2018
41B53E,dividend,100,50,1/2/2018
422CE3,hirings,100,65,1/2/2018
451D61,conference-participant,100,50,1/2/2018
467F2C,conference-participant,100,50,1/2/2018
46A16E,conference-participant,100,50,1/2/2018
46CF27,earnings,100,50,1/2/2018
4A2457,award,100,58,1/2/2018
4F9926,executive-appointment,100,54,1/2/2018
4F9926,executive-appointment,100,54,1/2/2018
4F9926,executive-appointment,100,54,1/2/2018
50070E,conference-organizer,100,57,1/2/2018
524CE4,executive-appointment,100,54,1/2/2018
52FB2F,executive-appointment,100,54,1/2/2018
53F491,earnings,100,50,1/2/2018
546A9C,conference-call,100,50,1/2/2018
56277A,conference-participant,100,50,1/2/2018
56EFC7,facility-open,100,65,1/2/2018
57B174,acquisition-completed-acquirer,100,49,1/2/2018
586BD7,conference-participant,100,50,1/2/2018
58CA9A,dividend,100,50,1/2/2018
58EA22,ipo-completed,100,76,1/2/2018
59C539,conference-call,100,50,1/2/2018
5B226B,unit-acquisition-completed-acquirer,100,49,1/2/2018
5C7601,executive-appointment,100,54,1/2/2018
5EAA43,business-contract,100,69,1/2/2018
6137BF,conference-participant,100,50,1/2/2018
6.18E+08,conference-participant,100,50,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
619882,conference-organizer,100,57,1/2/2018
6284B5,conference-participant,100,50,1/2/2018
63F892,earnings,100,50,1/2/2018
665618,dividend,100,50,1/2/2018
6925EB,conference-participant,100,50,1/2/2018
6B6375,clinical-trials-start,100,64,1/2/2018
6DD6BA,executive-appointment,100,54,1/2/2018
6E1E61,earnings,100,50,1/2/2018
6F22E7,conference-participant,100,50,1/2/2018
726DDF,unit-acquisition-acquiree,100,76,1/2/2018
747219,conference-participant,100,50,1/2/2018
7520CC,acquisition-completed-acquirer,100,49,1/2/2018
763724,dividend,100,50,1/2/2018
763DBE,conference-participant,100,50,1/2/2018
765913,earnings,100,50,1/2/2018
789ADD,earnings,100,50,1/2/2018
7C4F43,business-contract,100,69,1/2/2018
805CD8,conference-participant,100,50,1/2/2018
8.10E+32,conference-call,100,50,1/2/2018
810FAD,conference-organizer,100,57,1/2/2018
81EAD4,conference-participant,100,50,1/2/2018
82F088,unit-acquisition-acquirer,100,49,1/2/2018
85AD00,acquisition-completed-acquirer,100,49,1/2/2018
8665BA,conference-participant,100,50,1/2/2018
868808,acquisition-completed-acquirer,100,49,1/2/2018
8B2C4A,conference-call,100,50,1/2/2018
8DAAB9,acquisition-completed-acquirer,100,49,1/2/2018
8DCBBB,conference-call,100,50,1/2/2018
8E4250,unit-acquisition-acquirer,100,49,1/2/2018
8E4F9A,campaign-ad-release,100,59,1/2/2018
92D3A0,conference-call,100,50,1/2/2018
9.31E+77,conference-participant,100,50,1/2/2018
94983E,conference-participant,100,50,1/2/2018
9A2760,conference-participant,100,50,1/2/2018
9A602D,unit-acquisition-acquirer,100,49,1/2/2018
9B4066,facility-sale,100,52,1/2/2018
9F18FA,executive-appointment,100,54,1/2/2018
9F18FA,executive-appointment,100,54,1/2/2018
9F37C5,dividend,100,50,1/2/2018
9F71E5,acquisition-completed-acquirer,100,49,1/2/2018
A26C26,conference-participant,100,50,1/2/2018
A52533,conference-participant,100,50,1/2/2018
A5628C,executive-appointment,100,54,1/2/2018
A5A4F5,acquisition-acquirer,100,49,1/2/2018
A5B913,earnings,100,50,1/2/2018
A65325,conference-call,100,50,1/2/2018
A6828A,dividend,100,50,1/2/2018
A6828A,legal-issues-defendant,100,22,1/2/2018
AE7D16,business-contract,100,69,1/2/2018
AED6CF,asset-sale,100,62,1/2/2018
AFF43F,earnings,100,50,1/2/2018
B1B10C,acquisition-acquirer,100,49,1/2/2018
B290A2,conference-participant,100,50,1/2/2018
B33E77,business-contract,100,69,1/2/2018
B7EB38,conference-participant,100,50,1/2/2018
B83D67,conference-participant,100,50,1/2/2018
BB88B6,earnings,100,50,1/2/2018
BDEC1E,conference-participant,100,50,1/2/2018
C06EB6,earnings,100,50,1/2/2018
C07E05,conference-participant,100,50,1/2/2018
C22BE8,patent-infringement-defendant,100,26,1/2/2018
C45C1F,conference-participant,100,50,1/2/2018
C4FBDC,executive-appointment,100,54,1/2/2018
C598D7,conference-call,100,50,1/2/2018
C7AE14,dividend,100,50,1/2/2018
C81E00,conference-participant,100,50,1/2/2018
C951A2,conference-participant,100,50,1/2/2018
CC339B,product-release,100,64,1/2/2018
CC339B,product-release,100,64,1/2/2018
CE4FD9,acquisition-acquirer,100,49,1/2/2018
CF3FF9,conference-participant,100,50,1/2/2018
D08D2C,conference-call,100,50,1/2/2018
D7918D,ipo,100,71,1/2/2018
DC486E,earnings,100,50,1/2/2018
DD0099,merger-completed,100,66,1/2/2018
DF1F7A,conference-call,100,50,1/2/2018
DF532D,conference-call,100,50,1/2/2018
E124EB,conference-participant,100,50,1/2/2018
E13782,note-sale,100,52,1/2/2018
E30A8F,business-contract,100,69,1/2/2018
E67C2C,conference-participant,100,50,1/2/2018
E8B21D,executive-appointment,100,54,1/2/2018
EB7FBF,unit-acquisition-acquirer,100,49,1/2/2018
EB7FBF,dividend,100,50,1/2/2018
ED2A5E,conference-participant,100,50,1/2/2018
EF1AD9,conference-call,100,50,1/2/2018
EF5BED,conference-call,100,50,1/2/2018
F1CD47,executive-appointment,100,54,1/2/2018
F30508,conference-participant,100,50,1/2/2018
F5349B,executive-appointment,100,54,1/2/2018
FACF19,conference-participant,100,50,1/2/2018
FDC7E6,buybacks,100,74,1/2/2018
FDC7E6,conference-call,100,50,1/2/2018
FE7A63,earnings,100,50,1/2/2018
04EB2F,conference-participant,100,50,1/3/2018
05D148,patient-enrollment-start,100,58,1/3/2018
099A02,executive-appointment,100,54,1/3/2018
0B57D7,conference-call,100,50,1/3/2018
0B7375,conference-participant,100,50,1/3/2018
0CE204,product-release,100,64,1/3/2018
0E499E,conference-participant,100,50,1/3/2018
0F04E5,conference-participant,100,50,1/3/2018
1216D1,executive-appointment,100,54,1/3/2018
1220D2,conference-participant,100,50,1/3/2018
16F4D8,conference-participant,100,50,1/3/2018
16FC89,buybacks,100,74,1/3/2018
17EDA5,legal-issues-defendant,100,22,1/3/2018
18D9FA,regulatory-product-approval-granted,100,81,1/3/2018
19CAC7,conference-call,100,50,1/3/2018
1AD9CC,revenues,100,50,1/3/2018
1B5FEA,executive-appointment,100,54,1/3/2018
1DE526,conference-call,100,50,1/3/2018
1E1125,conference-organizer,100,57,1/3/2018
1E1125,legal-issues-defendant,100,22,1/3/2018
1EA923,conference-participant,100,50,1/3/2018
1EBF8D,conference-call,100,50,1/3/2018
1EBF8D,conference-participant,100,50,1/3/2018
202E5A,regulatory-product-application,100,69,1/3/2018
202E5A,conference-participant,100,50,1/3/2018
267718,partnership,100,61,1/3/2018
267718,partnership,100,61,1/3/2018
